full_address,lon,lat,School.Code,District.Name,School.Name.x,State.Board.District,Grade.Span,Title.I.School,grade,SPG.Score,EVAAS.Growth.Status,Number.of.Participation.Targets,Graduatio0.Project,Summer.Program,X4.Year.Cohort.Graduation.Rate.Percent,X5.Year.Cohort.Graduation.Rate.Percent,SPG.Grade_14,SPG.Score_14,SPG.Grade_15,SPG.Score_15,avg_daily_attend_pct,crime_per_c_num,short_susp_per_c_num,long_susp_per_c_num,expelled_per_c_num,stud_internet_comp_num,lea_avg_daily_attend_pct,lea_crime_per_c_num,lea_short_susp_per_c_num,lea_long_susp_per_c_num,lea_expelled_per_c_num,lea_stud_internet_comp_num,st_avg_daily_attend_pct,st_crime_per_c_num,st_short_susp_per_c_num,st_long_susp_per_c_num,st_expelled_per_c_num,st_stud_internet_comp_num,digital_media_pct,Byod,avg_age_media_collection,X_1_to_1_access,books_per_student,wap_num,wap_per_classroom,Category_Cd,sat_avg_score_num,lea_sat_avg_score_num,st_sat_avg_score_num,nat_sat_avg_score_num,sat_participation_pct,lea_sat_participation_pct,st_sat_participation_pct,nat_sat_participation_pct,ap_participation_pct,lea_ap_participation_pct,st_ap_participation_pct,ap_pct_3_or_above,lea_ap_pct_3_or_above,st_ap_pct_3_or_above,street_ad,scity_ad,state_ad,szip_ad,type_cd,sna_pgm_type_cd,school_type_txt,calendar_only_txt,student_num,Grad_project_status,stem,flicensed_teach_pct,tchyrs_0thru3_pct,tchyrs_4thru10_pct,tchyrs_11plus_pct,class_teach_num,nbpts_num,advance_dgr_pct,X_1yr_tchr_trnovr_pct,emer_prov_teach_pct,lateral_teach_pct,highqual_class_pct,LEA.Number,School.No,LEA,School.Name.y,total_pop,pct_male,pct_female,pct_am_in,pct_asian,pct_hispanic,pct_black,pct_white,pct_multi,pct_pac_is,CEP,Final.ADM,Free,Reduced,EDS_pct,three_yr_atten_ratio,three_yr_atten_rank,Appro_Amount,Per_Pupil_Appro,Rank_Appro,No.Degree_pct,Vocational_pct,Bachelor_pct,Masters_pct,Advanced_pct,Doctorate_pct,State_PPE,State_PPE_Rank,Federal_PPE,Federal_PPE_Rank,Local_PPE,Local_PPE_Rank,Total_PPE,Total_PPE_Rank,num_teaching_positions,num_teachers_rec_suppl,average_suppl,num_principals,principals_rec_suppl,princ_avg_suppl,num_asst_prin,asst_prin_rec_suppl,avg_asst_prin_supp,t_num_of_buses,t_num_of_Pupils,t_Miles,t_Cost,t_Cost_Per_Bus,t_Cost_Per_Pupil,t_Cost_Per_Mile
"1320 N Smithfield Rd, Knightdale, NC, 27545",-78.484564,35.8032619,920480,Wake County Schools,Lockhart Elementary,North Central Region,PK-05,1,C,56,NotMet,18,0,0,0,0,C,59,C,57,0.958,0.29,6.46,0,0,1.94,0.956,0.12,3.19,0,0,1.86,0.952,0.21,13.15,0.06,0,1.2,0,0,2000,0,16.88,41,0.89,E,0,1067,997,1006,0,0.62,0.49,0.52,0,0.23,0.15,0,0.62,0.51,1320 N Smithfield Rd,Knightdale,NC,27545,P,Y,Regular School,Year-Round Calendar,697,0,0,1,0.3,0.12,0.58,50,5,0.3,0.099,0,0,0.994,920,480,Wake County Schools,Lockhart Elementary,681,0.53010279,0.46989721,0,0.010279001,0.279001468,0.399412628,0.283406755,0.027900147,0,0,697,420,52,0.6026,95.9,804,384849031,2457,16,0,0,65,34.4,0.4,0.2,5349.09,108,659.07,109,2528.16,19,8536.32,94,9919,9919,6975,171,171,27701,313,313,10852,814,73224,16198382,51545961,63324.28,703.95,3.18
"1325 Red Banks Road, Greenville, NC, 27858",-77.3535839,35.5868384,740337,Pitt County Schools,E B Aycock Middle,Northeast Region,8-Jun,0,D,44,NotMet,21,0,0,0,0,D,47,D,53,0.952,0.41,62.02,0.14,0,0.79,0.957,0.55,39.04,0.24,0,0.96,0.951,0.83,14.64,0.06,0,1.2,0,0,2000,0,12.04,46,1,M,0,961,997,1006,0,0.53,0.49,0.52,0,0.15,0.15,0,0.42,0.51,1325 Red Banks Road,Greenville,NC,27858,P,R,Regular School,Traditional Calendar,732,0,0,0.959,0.265,0.367,0.367,49,2,0.306,0.156,0,0.041,0.954,740,337,Pitt County Schools,E B Aycock Middle,739,0.51556157,0.48443843,0.00135318,0.0202977,0.052774019,0.641407307,0.247631935,0.036535859,0,0,732,439,43,0.5997,95.18,1429,36576287,1574,58,3,0,71.7,24.9,0.2,0.2,5616.83,93,1125.24,62,1932.31,54,8674.38,87,1862,1862,1884,32,32,7188,45,45,3121,218,12794,2964147,5811805,26659.66,454.26,1.96
"1328 S Collegiate Dr, Wilkesboro, NC, 28697",-81.1827753,36.1371351,970393,Wilkes County Schools,Wilkes Early College High,Northwest Region,13-Sep,0,B,81,Met,12,1,0,91.3,88,B,77,B,76,0.977,0.47,0.47,0,0,0.9,0.958,1.84,7.76,0.13,0,1.04,0.951,1.27,14.02,0.07,0,1.2,0,0,1950,0,0,12,1.2,H,1043,993,997,1006,0.19,0.29,0.49,0.52,0,0.07,0.15,0,0.48,0.51,1328 S Collegiate Dr,Wilkesboro,NC,28697,P,R,Regular School,Traditional Calendar,214,1,0,1,0.4,0.2,0.4,10,2,0.2,0.1,0,0,0.9,970,393,Wilkes County Schools,Wilkes Early College High,218,0.408256881,0.591743119,0,0,0.266055046,0.009174312,0.697247706,0.027522936,0,1,214,180,10,0.8411,96.71,337,11436728,1195,88,0,0,69.7,30,0.2,0.2,5964.89,70,1265.4,37,1569.55,89,8799.84,83,753,753,2173,22,22,9106,15,15,2845,94,4621,1229678,2730246,29045.17,590.82,2.22
"1329 Brooks Quinn Road, Rose Hill, NC, 28458",-78.024087,34.85104,310384,Duplin County Schools,Rose Hill-Magnolia Elementary,Southeast Region,PK-05,1,F,39,Met,18,0,0,0,0,D,45,D,46,0.957,0,10.87,0,0,1.97,0.949,0.09,13.84,0,0,1.3,0.952,0.21,13.15,0.06,0,1.2,0.11,1,2000,0,27.07,108,2.12,E,0,874,997,1006,0,0.32,0.49,0.52,0,0.07,0.15,0,0.3,0.51,1329 Brooks Quinn Road,Rose Hill,NC,28458,P,R,Regular School,Traditional Calendar,745,0,0,0.981,0.556,0.185,0.259,54,2,0.222,0.077,0,0.019,0.987,310,384,Duplin County Schools,Rose Hill-Magnolia Elementary,747,0.522088353,0.477911647,0.009370817,0,0.564926372,0.262382865,0.143239625,0.020080321,0,0,745,709,34,0.9517,95.66,999,9553920,986,103,0,0,79.9,19.5,0.3,0.3,6345.98,48,1233.78,41,1377.45,101,8957.21,74,639,639,3110,17,17,6825,20,20,3202,122,5595,1569099,3343161,27402.96,597.53,2.13
"1329 Salem Road, Morganton, NC, 28655",-81.7014946,35.6953031,120374,Burke County Schools,Salem Elementary,Northwest Region,PK-05,1,B,73,Met,14,0,1,0,0,B,72,B,72,0.962,0,2.41,0,0,0.9,0.954,0.14,2.5,0,0,1.26,0.952,0.21,13.15,0.06,0,1.2,0,0,1996,0,11.58,33,0.73,E,0,1001,997,1006,0,0.22,0.49,0.52,0,0.14,0.15,0,0.41,0.51,1329 Salem Road,Morganton,NC,28655,P,R,Regular School,Traditional Calendar,498,0,0,1,0.088,0.265,0.647,34,13,0.441,0.085,0,0,1,120,374,Burke County Schools,Salem Elementary,500,0.48,0.52,0.002,0.034,0.084,0.012,0.806,0.052,0.01,0,498,253,43,0.508,95.9,807,14246967,1153,91,0.1,0,65.4,34,0.3,0.3,6119.8,60,982.92,79,1409.5,99,8512.22,99,904,904,2195,27,27,5258,25,25,3252,101,5556,1124631,2968828,29394.34,534.35,2.64
"133 Stonecrest Circle SW, Concord, NC, 28027",-80.5941851,35.3657552,130315,Cabarrus County Schools,J N Fries Magnet School,Southwest Region,8-Jun,0,A,87,NotMet,22,0,0,0,0,A,87,A,91,0.973,0,0.72,0,0,0.6,0.955,0.29,12.78,0.01,0,0.89,0.951,0.83,14.64,0.06,0,1.2,0.02,1,2002,1,17.01,57,1.21,M,0,1015,997,1006,0,0.54,0.49,0.52,0,0.17,0.15,0,0.48,0.51,133 Stonecrest Circle SW,Concord,NC,28027,P,M,Magnet School,Traditional Calendar,692,0,1,1,0.114,0.341,0.545,43,9,0.372,0.136,0,0,1,130,315,Cabarrus County Schools,J N Fries Magnet School,698,0.501432665,0.498567335,0.001432665,0.094555874,0.077363897,0.130372493,0.650429799,0.041547278,0.004297994,0,692,104,10,0.1503,97.29,215,56363009,1803,37,0,0.1,71.7,27.9,0.3,0.1,5218.56,113,638.81,110,2168.65,37,8026.02,112,2415,2415,3053,39,39,14376,72,72,5822,267,18607,4431581,11528532,43178.02,619.57,2.6
"133 Stonecrest Circle SW, Concord, NC, 28027",-80.5941851,35.3657552,130333,Cabarrus County Schools,Performance Learning Center,Southwest Region,12-Jun,0,C,63,Met,5,0,0,84.1,91.2,C,62,C,67,0.809,0,4.41,0,0,0.94,0.951,1.34,50,0,0,0.89,0.953,1.63,11.2,0.06,0,1.2,1,1,2005,0,2.04,7,0.88,T,848,1015,997,1006,0.09,0.54,0.49,0.52,0,0.17,0.15,0.4,0.48,0.51,133 Stonecrest Circle SW,Concord,NC,28027,P,R,Regular School,Traditional Calendar,136,0,0,1,0.125,0.25,0.625,8,0,0,0.267,0,0,1,130,333,Cabarrus County Schools,Performance Learning Center,139,0.374100719,0.625899281,0,0,0.100719424,0.122302158,0.741007194,0.035971223,0,0,136,48,10,0.3529,83.58,2368,56363009,1803,37,0,0.1,71.7,27.9,0.3,0.1,5218.56,113,638.81,110,2168.65,37,8026.02,112,2415,2415,3053,39,39,14376,72,72,5822,267,18607,4431581,11528532,43178.02,619.57,2.6
"133 Stonecrest Circle SW, Concord, NC, 28027",-80.5941851,35.3657552,130315,Cabarrus County Schools,J N Fries Magnet School,Southwest Region,8-Jun,0,A,87,NotMet,22,0,0,0,0,A,87,A,91,0.973,0,0.72,0,0,0.6,0.955,0.29,12.78,0.01,0,0.89,0.951,0.83,14.64,0.06,0,1.2,0.02,1,2002,1,17.01,57,1.21,M,0,1015,997,1006,0,0.54,0.49,0.52,0,0.17,0.15,0,0.48,0.51,133 Stonecrest Circle SW,Concord,NC,28027,P,M,Magnet School,Traditional Calendar,692,0,1,1,0.114,0.341,0.545,43,9,0.372,0.136,0,0,1,130,315,Cabarrus County Schools,J N Fries Magnet School,698,0.501432665,0.498567335,0.001432665,0.094555874,0.077363897,0.130372493,0.650429799,0.041547278,0.004297994,0,692,104,10,0.1503,97.29,215,56363009,1803,37,0,0.1,71.7,27.9,0.3,0.1,5218.56,113,638.81,110,2168.65,37,8026.02,112,2415,2415,3053,39,39,14376,72,72,5822,267,18607,4431581,11528532,43178.02,619.57,2.6
"133 Stonecrest Circle SW, Concord, NC, 28027",-80.5941851,35.3657552,130333,Cabarrus County Schools,Performance Learning Center,Southwest Region,12-Jun,0,C,63,Met,5,0,0,84.1,91.2,C,62,C,67,0.809,0,4.41,0,0,0.94,0.951,1.34,50,0,0,0.89,0.953,1.63,11.2,0.06,0,1.2,1,1,2005,0,2.04,7,0.88,T,848,1015,997,1006,0.09,0.54,0.49,0.52,0,0.17,0.15,0.4,0.48,0.51,133 Stonecrest Circle SW,Concord,NC,28027,P,R,Regular School,Traditional Calendar,136,0,0,1,0.125,0.25,0.625,8,0,0,0.267,0,0,1,130,333,Cabarrus County Schools,Performance Learning Center,139,0.374100719,0.625899281,0,0,0.100719424,0.122302158,0.741007194,0.035971223,0,0,136,48,10,0.3529,83.58,2368,56363009,1803,37,0,0.1,71.7,27.9,0.3,0.1,5218.56,113,638.81,110,2168.65,37,8026.02,112,2415,2415,3053,39,39,14376,72,72,5822,267,18607,4431581,11528532,43178.02,619.57,2.6
"133 Stories Creek School Road, Roxboro, NC, 27574",-79.002996,36.4208521,730354,Person County Schools,Stories Creek Elementary,North Central Region,0K-05,1,B,79,Exceeded,11,0,0,0,0,B,75,B,74,0.961,0,5.52,0,0,0.98,0.947,0.09,12.34,0.04,0,0.85,0.952,0.21,13.15,0.06,0,1.2,0.86,0,2001,0,23.94,19,0.56,E,0,936,997,1006,0,0.41,0.49,0.52,0,0.11,0.15,0,0.41,0.51,133 Stories Creek School Road,Roxboro,NC,27574,P,R,Regular School,Traditional Calendar,435,0,0,1,0.138,0.517,0.345,28,12,0.321,0.023,0,0,1,730,354,Person County Schools,Stories Creek Elementary,437,0.535469108,0.464530892,0,0.006864989,0.064073227,0.432494279,0.473684211,0.020594966,0.00228833,1,435,200,10,0.4598,96.25,542,7544250,1651,49,3,0,69.1,27.9,0,0,6110.14,61,1175.29,51,1899.77,59,9185.2,66,360,360,4270,10,10,11239,8,8,6440,67,2578,681724,1511124,22554.09,586.16,2.22
"13315 Elkin Hwy 268, Ronda, NC, 28670",-80.9276775,36.226779,970320,Wilkes County Schools,East Wilkes High,Northwest Region,12-Sep,0,C,65,NotMet,19,1,0,83.9,86.2,C,63,C,61,0.957,1.35,2.71,0.39,0,0.78,0.958,1.84,7.76,0.13,0,1.04,0.951,1.27,14.02,0.07,0,1.2,0.01,0,2001,1,11.52,50,1.39,H,928,993,997,1006,0.38,0.29,0.49,0.52,0.06,0.07,0.15,0.25,0.48,0.51,13315 Elkin Hwy 268,Ronda,NC,28670,P,R,Regular School,Traditional Calendar,517,1,0,0.94,0.147,0.382,0.471,34,7,0.294,0.09,0,0.06,1,970,320,Wilkes County Schools,East Wilkes High,529,0.527410208,0.472589792,0,0,0.066162571,0.020793951,0.897920605,0.015122873,0,1,517,160,10,0.3095,95.71,962,11436728,1195,88,0,0,69.7,30,0.2,0.2,5964.89,70,1265.4,37,1569.55,89,8799.84,83,753,753,2173,22,22,9106,15,15,2845,94,4621,1229678,2730246,29045.17,590.82,2.22
"1333 Forest Park Drive, Kannapolis, NC, 28083",-80.6053823,35.4785302,132308,Kannapolis City Schools,Forest Park Elementary,Southwest Region,0K-04,1,C,64,Exceeded,10,0,0,0,0,C,60,C,63,0.961,0.17,10.71,0,0,1.16,0.946,0.04,7.5,0,0,0.8,0.952,0.21,13.15,0.06,0,1.2,0,0,1995,0,18.44,47,1.21,E,0,947,997,1006,0,0.35,0.49,0.52,0,0.09,0.15,0,0.52,0.51,1333 Forest Park Drive,Kannapolis,NC,28083,P,R,Regular School,Traditional Calendar,588,0,0,1,0.175,0.475,0.35,40,5,0.275,0.173,0,0,1,132,308,Kannapolis City Schools,Forest Park Elementary,583,0.495711835,0.504288165,0.003430532,0.013722127,0.233276158,0.358490566,0.324185249,0.066895369,0,1,588,320,10,0.5442,95.69,978,9517611,1792,38,0.5,0,66.9,31.7,0.5,0.3,5684.14,85,1193.68,47,2163.09,38,9040.91,72,403,400,2511,8,8,6006,7,7,3811,33,3104,370969,1189688,36051.15,383.28,3.21
"1333 Hurdle Mills Rd, Roxboro, NC, 27573",-78.98796,36.37527,730356,Person County Schools,South Elementary,North Central Region,PK-05,1,C,55,Exceeded,6,0,0,0,0,D,45,D,40,0.958,0.38,33.96,0,0,1.09,0.947,0.09,12.34,0.04,0,0.85,0.952,0.21,13.15,0.06,0,1.2,0.05,0,2001,0,0.36,21,0.84,E,0,936,997,1006,0,0.41,0.49,0.52,0,0.11,0.15,0,0.41,0.51,1333 Hurdle Mills Rd,Roxboro,NC,27573,P,R,Regular School,Traditional Calendar,265,0,0,0.957,0.304,0.261,0.435,23,7,0.13,0.123,0,0,0.938,730,356,Person County Schools,South Elementary,269,0.524163569,0.475836431,0,0,0.200743494,0.583643123,0.19330855,0.022304833,0,1,265,213,10,0.8038,95.98,742,7544250,1651,49,3,0,69.1,27.9,0,0,6110.14,61,1175.29,51,1899.77,59,9185.2,66,360,360,4270,10,10,11239,8,8,6440,67,2578,681724,1511124,22554.09,586.16,2.22
"1333 Jake Alexander Blvd S, Salisbury, NC, 28146",-80.4809359,35.6402478,800394,Rowan-Salisbury Schools,Rowan Co Early College,Southwest Region,12-Sep,0,B,77,NotMet,14,1,1,95,95,B,81,B,83,0.991,0,3.52,0,0,1.14,0.939,2.05,20.24,0.07,0,0.78,0.951,1.27,14.02,0.07,0,1.2,0,0,1950,0,0,10,1.25,H,1012,939,997,1006,0.45,0.4,0.49,0.52,0,0.15,0.15,0,0.26,0.51,1333 Jake Alexander Blvd S,Salisbury,NC,28146,P,R,Regular School,Traditional Calendar,227,1,0,1,0,0.125,0.875,8,4,0.625,0.067,0,0,1,800,394,Rowan-Salisbury Schools,Rowan Co Early College,229,0.331877729,0.668122271,0.004366812,0.034934498,0.327510917,0.122270742,0.497816594,0.008733624,0.004366812,0,227,117,25,0.5154,98.95,85,33056918,1693,46,3.1,0,73.4,23.1,0.2,0.2,5682.81,86,1066.11,71,1829.49,69,8578.41,91,1360,1360,2267,36,36,7589,53,53,3705,188,10047,2705375,4871666,25913.12,484.89,1.8
"1333 West Charity Road, Rose Hill, NC, 28458",-77.968334,34.824083,310324,Duplin County Schools,Charity Middle,Southeast Region,8-Jun,1,D,46,Met,21,0,0,0,0,D,48,D,51,0.957,0.83,35.4,0,0,2.81,0.95,1.21,44.03,0,0,1.3,0.951,0.83,14.64,0.06,0,1.2,0.4,0,2000,0,23.66,88,2.59,M,0,874,997,1006,0,0.32,0.49,0.52,0,0.07,0.15,0,0.3,0.51,1333 West Charity Road,Rose Hill,NC,28458,P,R,Regular School,Traditional Calendar,483,0,0,0.875,0.424,0.121,0.455,32,1,0.188,0.246,0,0.125,0.96,310,324,Duplin County Schools,Charity Middle,478,0.579497908,0.420502092,0.012552301,0,0.376569038,0.351464435,0.240585774,0.018828452,0,0,483,364,39,0.7536,95.71,953,9553920,986,103,0,0,79.9,19.5,0.3,0.3,6345.98,48,1233.78,41,1377.45,101,8957.21,74,639,639,3110,17,17,6825,20,20,3202,122,5595,1569099,3343161,27402.96,597.53,2.13
"13345 Beatties Ford Rd, Huntersville, NC, 28078",-80.924715,35.3967677,600394,Charlotte-Mecklenburg Schools,Francis Bradley Middle,Southwest Region,8-Jun,0,B,77,Exceeded,30,0,0,0,0,B,73,B,77,0.971,0.19,12.76,0,0,0.75,0.969,0.97,23.06,0.01,0,0.91,0.951,0.83,14.64,0.06,0,1.2,0.03,1,2002,0,8.87,103,1.66,M,0,1001,997,1006,0,0.54,0.49,0.52,0,0.21,0.15,0,0.53,0.51,13345 Beatties Ford Rd,Huntersville,NC,28078,P,R,Regular School,Traditional Calendar,1074,0,0,0.985,0.273,0.288,0.439,66,8,0.106,0.162,0,0.015,1,600,394,Charlotte-Mecklenburg Schools,Francis Bradley Middle,1059,0.518413598,0.481586402,0.005665722,0.028328612,0.103871577,0.283286119,0.528800755,0.050047214,0,0,1074,340,54,0.3166,96.49,413,401986016,2764,9,0.2,0,87.2,12.4,0.1,0,5227.1,112,942.34,88,2352.27,27,8521.71,95,10385,10326,6764,171,171,27581,245,225,14745,"1,005",92839,18398877,59062621,58768.78,636.18,3.21
"13353 NC Highway 210, Benson, NC, 27504",-78.5775695,35.5163161,510359,Johnston County Schools,McGee's Crossroads Middle,North Central Region,8-Jun,0,C,64,Exceeded,28,0,0,0,0,C,67,C,64,0.95,0.58,4.99,0,0,1.13,0.971,0.46,16.66,0.06,0,1.09,0.951,0.83,14.64,0.06,0,1.2,0.14,0,2003,0,14.31,55,1.17,M,0,1013,997,1006,0,0.39,0.49,0.52,0,0.07,0.15,0,0.56,0.51,13353 NC Highway 210,Benson,NC,27504,P,R,Regular School,Traditional Calendar,861,0,0,0.84,0.24,0.3,0.46,50,1,0.26,0.182,0.02,0.14,1,510,359,Johnston County Schools,McGee's Crossroads Middle,857,0.483080513,0.516919487,0.003500583,0.003500583,0.184364061,0.106184364,0.665110852,0.037339557,0,0,861,272,57,0.3159,95.16,1441,53493000,1553,62,1.6,0,74.1,24.1,0.1,0.1,5602.21,96,791.56,103,1775.07,73,8168.84,106,2409,2409,3854,44,44,16854,75,75,5809,265,18177,4273422,9760148,36830.75,536.95,2.28
"1337 Broadway Rd, Sanford, NC, 27330",-79.1136716,35.4611992,530314,Lee County Schools,East Lee Middle,North Central Region,8-Jun,0,C,56,Met,24,0,1,0,0,D,45,D,49,0.953,1.98,32.98,0,0,0.83,0.956,1.19,31.53,0,0,0.74,0.951,0.83,14.64,0.06,0,1.2,0.01,1,2002,1,17.7,41,0.93,M,0,969,997,1006,0,0.38,0.49,0.52,0,0.08,0.15,0,0.44,0.51,1337 Broadway Rd,Sanford,NC,27330,P,R,Regular School,Traditional Calendar,658,0,0,0.953,0.581,0.279,0.14,43,0,0.116,0.341,0,0.023,0.968,530,314,Lee County Schools,East Lee Middle,656,0.50152439,0.49847561,0.009146341,0.006097561,0.364329268,0.141768293,0.43902439,0.039634146,0,0,658,426,35,0.6474,95.22,1397,16312278,1634,51,6,0,70.6,22.9,0.5,0,5638.31,91,997.68,78,2040.07,49,8676.06,86,640,640,3288,16,16,6629,20,20,3752,105,5776,985822,2284159,21753.9,395.48,2.32
"1337 Giles Byrd Road, Hallsboro, NC, 28442",-78.579522,34.312593,240354,Columbus County Schools,Hallsboro-Artesia Elementary,SandHills Region,PK-05,1,D,46,Met,12,0,1,0,0,F,38,D,49,0.95,0.55,15.24,0,0,1.21,0.948,0.17,10.1,0,0,1,0.952,0.21,13.15,0.06,0,1.2,0,1,1998,0,20.58,49,1.75,E,0,872,997,1006,0,0.43,0.49,0.52,0,0.06,0.15,0,0.13,0.51,1337 Giles Byrd Road,Hallsboro,NC,28442,P,R,Regular School,Traditional Calendar,361,0,0,0.957,0.125,0.333,0.542,24,3,0.375,0.271,0,0.043,0.955,240,354,Columbus County Schools,Hallsboro-Artesia Elementary,361,0.51800554,0.48199446,0.224376731,0,0.127423823,0.360110803,0.227146814,0.060941828,0,1,361,292,10,0.8089,94.71,1763,5184334,881,110,0.7,0,74.6,24.6,0,0,6637.46,35,1705.1,12,1156.11,110,9498.67,51,421,421,2123,18,18,2905,7,7,2489,114,4060,1397464,2649950,23245.18,652.7,1.9
"134 Laurel Street, Bakersville, NC, 28705",-82.152218,36.012928,610320,Mitchell County Schools,Gouge Elementary,Northwest Region,0K-04,1,C,55,Met,8,0,1,0,0,D,52,D,52,0.945,0,0,0,0,1.75,0.949,0,0,0,0,0.99,0.952,0.21,13.15,0.06,0,1.2,0,0,2004,0,40.45,25,1.19,E,0,964,997,1006,0,0.43,0.49,0.52,0,0.06,0.15,0,0.69,0.51,134 Laurel Street,Bakersville,NC,28705,P,R,Regular School,Traditional Calendar,254,0,0,1,0.182,0.182,0.636,21,5,0.238,0,0,0,1,610,320,Mitchell County Schools,Gouge Elementary,255,0.541176471,0.458823529,0,0.003921569,0.039215686,0.003921569,0.933333333,0.019607843,0,0,254,148,10,0.5827,94.55,1841,2260622,1210,85,0,0,74.5,24.8,0.7,0,8013.64,11,933.03,90,1673.23,81,10619.9,24,147,147,100,7,7,2429,2,2,100,28,1328,309168,960553,34305.46,723.31,3.11
"134 N Pierce St, Eden, NC, 27288",-79.735951,36.505088,790354,Rockingham County Schools,John M Morehead High,Piedmont Triad Region,12-Sep,0,D,54,NotMet,33,1,0,77.6,82.3,D,53,D,53,0.902,1.44,15.27,0,0,0.61,0.94,1.06,14.86,0,0,0.9,0.951,1.27,14.02,0.07,0,1.2,0.04,1,1993,1,9.95,90,1.55,H,886,941,997,1006,0.54,0.46,0.49,0.52,0.1,0.06,0.15,0.09,0.2,0.51,134 N Pierce St,Eden,NC,27288,P,R,Regular School,Traditional Calendar,904,1,0,0.83,0.34,0.189,0.472,53,2,0.113,0.212,0,0.132,0.988,790,354,Rockingham County Schools,John M Morehead High,953,0.528856243,0.471143757,0.008394544,0.006295908,0.10703043,0.232948583,0.600209864,0.045120672,0,0,904,442,45,0.4889,90.44,2324,15834840,1258,83,2.9,0,68.8,27.8,0.2,0.2,6136.93,59,1036.06,74,1622.43,87,8795.42,84,930,930,2301,25,25,10338,23,23,3166,135,5567,1601882,4108151,30430.75,737.92,2.56
"1345 Wells Grove Rd, Franklin, NC, 28734",-83.358035,35.162214,560330,Macon County Schools,Macon Middle School,Western Region,8-Jul,1,C,65,Exceeded,20,0,0,0,0,C,61,C,61,0.949,0,4.08,0,0,1.71,0.936,0.09,3.94,0,0,1.17,0.951,0.83,14.64,0.06,0,1.2,0.01,0,2000,0,16.38,53,1.18,M,0,976,997,1006,0,0.41,0.49,0.52,0,0.06,0.15,0,0.64,0.51,1345 Wells Grove Rd,Franklin,NC,28734,P,R,Regular School,Traditional Calendar,564,0,0,0.976,0.268,0.317,0.415,41,3,0.22,0.095,0,0.024,0.938,560,330,Macon County Schools,Macon Middle School,566,0.507067138,0.492932862,0.003533569,0.005300353,0.139575972,0.007067138,0.826855124,0.017667845,0,0,564,305,60,0.5408,94.76,1742,7846962,1808,36,1.6,0,77.7,20.8,0,0,6246.36,52,1118.33,63,2139.06,40,9503.75,50,380,380,744,11,11,1325,2,2,1411,52,2277,512531,1863502,35836.58,818.4,3.64
"135 Arlington Ave, Bryson City, NC, 28713",-83.4488439,35.423635,870318,Swain County Schools,Swain County Middle School,Western Region,PK-08,1,C,57,NotMet,16,0,0,0,0,C,55,C,57,0.942,1.52,5.06,0,0,0.7,0.936,1.52,5.06,0,0,0.85,0.951,0.83,14.64,0.06,0,1.2,0,0,1950,0,0,31,1,I,0,977,997,1006,0,0.42,0.49,0.52,0,0.11,0.15,0,0.6,0.51,135 Arlington Ave,Bryson City,NC,28713,P,R,Regular School,Traditional Calendar,395,0,0,0.946,0.189,0.351,0.459,37,8,0.27,0.158,0,0.054,0.952,870,318,Swain County Schools,Swain County Middle School,399,0.553884712,0.446115288,0.250626566,0.007518797,0.040100251,0.005012531,0.65914787,0.035087719,0.002506266,0,395,230,68,0.5823,93.92,2065,786541,415,115,0,0,75.2,23.4,0,1.4,7965.69,13,1380.82,29,2143.79,39,11490.3,14,142,0,0,4,4,5250,2,2,3250,23,923,246936,921206,40052.43,998.06,3.73
"135 Old Virginia Rd, Elkin, NC, 28621",-80.854315,36.245685,861304,Elkin City Schools,Elkin Elementary,Piedmont Triad Region,PK-06,1,B,73,Met,17,0,0,0,0,B,75,B,73,0.989,0,3.55,0,0,1.17,0.975,0,3.55,0,0,1.02,0.952,0.21,13.15,0.06,0,1.2,0,1,1995,0,1.79,53,1.1,E,0,1056,997,1006,0,0.22,0.49,0.52,0,0.19,0.15,0,0.55,0.51,135 Old Virginia Rd,Elkin,NC,28621,P,R,Regular School,Traditional Calendar,620,0,0,0.993,0.087,0.304,0.609,46,11,0.319,0.089,0,0.007,0.992,861,304,Elkin City Schools,Elkin Elementary,619,0.513731826,0.486268174,0,0.008077544,0.222940226,0.038772213,0.69628433,0.033925687,0,0,620,268,37,0.4323,98.96,84,2080287,1744,39,1.1,0,74.7,24.2,0,0,6791.75,31,883.95,97,2341.34,29,10017.04,39,101,101,2238,3,3,11389,2,2,6650,7,481,54226,9750,1392.86,20.27,0.18
"135 School Drive, Hayesville, NC, 28904",-83.8173212,35.0407949,220312,Clay County Schools,Hayesville Middle,Western Region,8-May,0,C,60,Exceeded,14,0,0,0,0,C,61,C,59,0.979,0.23,1.59,0,0,0.81,0.96,0.23,1.59,0,0,0.76,0.951,0.83,14.64,0.06,0,1.2,0,0,1996,1,17.71,30,0.86,M,0,1076,997,1006,0,0.44,0.49,0.52,0,0,0.15,0,0.71,0.51,135 School Drive,Hayesville,NC,28904,P,R,Regular School,Traditional Calendar,439,0,0,0.963,0.222,0.333,0.444,27,2,0.519,0.071,0,0.037,1,220,312,Clay County Schools,Hayesville Middle,436,0.513761468,0.486238532,0.002293578,0.004587156,0.050458716,0.006880734,0.912844037,0.02293578,0,0,439,203,44,0.4624,97.84,161,1207500,927,108,1.1,0,51.1,46.8,1.1,0,7812.03,14,950.39,84,1518.16,93,10280.58,31,101,0,0,3,3,6594,2,1,2217,21,851,159855,499153,23769.19,586.55,3.12
